;1928-12-12
chambre;177.0
député;53.0
egislature;1.0
session;1.0
extraordinaire;2.0
compte;56.0
rendu;19.0
extenso;3.0
séance;53.0
lre;4.0
mercredi;5.0
décembre;81.0
sommaire;2.0
ès-verbal;1.0
suite;90.0
discussion;80.0
projet;55.0
loi;435.0
portant;27.0
budget;153.0
général;125.0
exers;1.0
nonce;1.0
finance;449.0
ter;98.0
arn;3.0
aphe;1.0
llcllde;1.0
ment;27.0
jaubert;20.0
alexis;4.0
ïarij;1.0
elavnp;1.0
rapporleur;1.0
andré;52.0
ministre;459.0
intérieur;76.0
adoption;66.0
eetlt;1.0
bouctot;7.0
quesnel;5.0
loljctot;1.0
ali;2.0
ifrnen;1.0
lern;1.0
amendement;225.0
eugène;10.0
chassaing;18.0
louis;53.0
falvy;1.0
pré;6.0
llenry;2.0
inlgricu;1.0
ini;3.0
ticloo;1.0
nsem;1.0
article;515.0
quater;46.0
texte;133.0
monicault;21.0
camillo;1.0
rinaterre;1.0
pierre;26.0
monlcault;1.0
président;358.0
commission;225.0
ssa;1.0
lift;1.0
ueuulô;1.0
rapporteur;70.0
gengral;1.0
clamamus;22.0
prosper;6.0
blanc;13.0
obs;1.0
eph;1.0
réservé;43.0
lervat;1.0
louce;1.0
vamp;1.0
rteur-;1.0
finan;5.0
ste;1.0
clîaph;1.0
res;11.0
réservés;43.0
budw-penses;1.0
chap;69.0
bis;110.0
subvention;49.0
exceptionnelles;4.0
département;130.0
réfection;18.0
réparation;11.0
entretien;52.0
route;91.0
départementale;21.0
chemin;63.0
vicinaux;17.0
collègue;60.0
lefas;9.0
leîas;1.0
retrait;15.0
chapitre;113.0
modifié;26.0
roule;1.0
pont;2.0
ordinaire;13.0
nationale;36.0
construe;1.0
tions;12.0
amélioration;24.0
antoime;1.0
borrei;1.0
jacques;7.0
ste-rn;1.0
dommage;4.0
guerre;50.0
alsace;5.0
lorrain;5.0
edouard;18.0
moncellc;1.0
navigation;6.0
intérieure;2.0
bedouce;10.0
mooifié;1.0
reprise;12.0
précédemment;3.0
demande;219.0
renvoi;23.0
albert;28.0
rivière;13.0
liesse;7.0
berthe;1.0
margaine;30.0
pévedic;5.0
alinéa;54.0
taurines;17.0
pluqi-etirs;1.0
escallier;1.0
directeur;16.0
contribution;15.0
indirectes;10.0
commissaire;5.0
gouvernement;88.0
hctrait;1.0
férin;6.0
barthe;21.0
raymond;18.0
iwrthe;1.0
perrin;5.0
rappor-t;1.0
tir;4.0
monnet;16.0
