;1882-01-31_1
chambre;51.0
député;11.0
session;1.0
ordinaire;4.0
compte;2.0
rendu;1.0
ixtenso;1.0
séance;16.0
mardi;1.0
janvier;6.0
sommaire;2.0
lecture;7.0
freycinet;3.0
président;48.0
conseil;6.0
ministre;18.0
affaire;5.0
étranger;6.0
déclaration;8.0
gouvernement;7.0
dépôt;12.0
finance;13.0
décret;9.0
ordonnant;1.0
retrait;4.0
projet;47.0
budget;11.0
exercice;8.0
excuse;3.0
prise;26.0
considération;36.0
proposition;76.0
loi;83.0
municipale;4.0
ferdinand;3.0
dreyfus;2.0
flusieurs;1.0
collègue;18.0
folliet;2.0
marcou;3.0
objet;18.0
exiger;2.0
candidat;2.0
baccalauréat;3.0
certificat;2.0
étude;6.0
universitaire;2.0
duvaux;1.0
relative;7.0
retraite;4.0
fonctionnaire;3.0
enseignement;3.0
secondaire;2.0
mathieu;4.0
rapport;26.0
nom;12.0
commission;74.0
intérêt;9.0
local;5.0
tendant;11.0
autoriser;4.0
département;6.0
loire;4.0
contracter;6.0
emprunt;6.0
travaux;10.0
école;4.0
normale;3.0
arthpr;1.0
picard;3.0
modifier;6.0
emploi;2.0
ressource;3.0
créées;2.0
antérieures;1.0
silhol;3.0
tendent;2.0
art;6.0
dèche;1.0
chavanne;4.0
rhône;3.0
chemin;5.0
fer;4.0
commun;2.0
discussion;32.0
du-;2.0
rand;1.0
et-vi;1.0
laine;1.0
décembre;5.0
hypothèque;4.0
maritime;6.0
passage;4.0
article;17.0
demande;16.0
ajournement;5.0
bisseuil;6.0
darand;1.0
rapporteur;16.0
adoption;11.0
chevandier;17.0
enterrement;12.0
civil;12.0
freppel;15.0
peulevey;1.0
résolution;2.0
talandier;3.0
nomination;6.0
comï;1.0
mission;2.0
règlement;4.0
loubet;6.0
chargée;7.0
examiner;6.0
portant;5.0
ouverture;6.0
guerre;8.0
marine;9.0
crédit;16.0
supplémen;1.0
aire;1.0
extraordinaires;7.0
montant;5.0
somme;9.0
franc;6.0
